_id,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
1016,1016,2020,CA,CDF,BTU,GRAND,00012308,2020/10/15 00:00:00+00,2020/10/20 00:00:00+00,14,1,1,31.06108, ,,{BF751D30-8E0C-40AD-96DF-972D44F9786D},,,2020,211492.52734375,3068.50147021768
1017,1017,2020,CA,CCO,ORC,PARK FIRE,20075598,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,14,1,1,24.09784, ,,{07AA478B-F871-43AD-9C1C-301A37AEF1F1},,,2020,141579.51171875,2020.07946635197
1018,1018,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,12469.21, ,,{BDE833A4-B278-4418-8526-67F2BFC7D7CD},,,2020,73125983.4492188,65362.593574509
1019,1019,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14,7,1,13694.53, ,,{B2E115D6-E687-4E3F-8309-0EAF6530522A},,,2020,80671871.3554688,65838.8753839644
1020,1020,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14,7,1,6681.099, ,,{F7749F47-7C98-4CEC-A5DE-70DB9A9BE33F},,,2020,39200475.4257812,52771.3654774732
1021,1021,2020,CA,CDF,BTU,CLARK,00009565,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,1,1,106.785,,,{249595A7-1485-4F40-9F49-5153B890BF17},,,2020,729464.85546875,5533.23641586558
1022,1022,2020,CA,CDF,NEU,DULUTH,00018540,2020/08/10 00:00:00+00,2020/08/12 00:00:00+00,10,1,1,71.94994,,,{C6D5099B-6284-4487-A836-614A914BD2C6},,,2020,480239.20703125,5784.25707851993
1023,1023,2020,CA,CDF,NEU,KARCHNER,00002117,2020/06/05 00:00:00+00,2020/06/06 00:00:00+00,2,1,1,30.02494,,,,,,2020,201532.58984375,1974.73053588705
1024,1024,2020,CA,LRA,NEU,SIMPSON,00024660,2020/10/15 00:00:00+00,2020/10/17 00:00:00+00,14,6,1,28.57458,Yuba City Fire,,,,,2020,192491.05859375,1971.42970744968
1025,1025,2020,CA,CDF,NEU,WATT,00012647,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,1,1,39.86606,,,{AD1F8E4F-3897-470C-8D17-B001E98F708E},,,2020,265518.22265625,3532.94795756148
1026,1026,2020,CA,CDF,NEU,LOCUST,00031508,2020/12/31 00:00:00+00,2020/12/31 00:00:00+00,5,1,1,15.85951,,,,,,2020,105708.1484375,1604.873417568
1027,1027,2020,CA,CDF,BTU,GARDEN,00005015,2020/05/06 00:00:00+00,2020/05/09 00:00:00+00,2,1,1,49.00878,,,{2A34B0E9-FB75-4058-B309-5FA75B72C475},,,2020,334118.92578125,3611.37866323512
1028,1028,2020,CA,CDF,BTU,FEATHER,00008456,2020/07/20 00:00:00+00,2020/07/22 00:00:00+00,14,1,1,14.74074,,,{126DF5C6-1925-4788-B59E-5439D2ED2BB5},,,2020,100343.90234375,1522.43747145293
1029,1029,2020,CA,CDF,SKU,BADGER,00005356,2020/07/18 00:00:00+00,2020/07/19 00:00:00+00,10,1,1,557.3061, ,,{5E07CF68-655D-4B9F-AD8A-6A524097F2FC},,,2020,4060376.10546875,13506.566654708
1030,1030,2020,CA,CDF,SKU,MINER,00005595,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,1,1,23.13611,,,{98E5E914-BCF7-418D-8575-B1E74A65BC2A},,,2020,166418.6015625,2899.10965468715
1031,1031,2020,CA,CDF,SKU,JENNY 2-3,00005678,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,1,1,1,14.63708,From ODF aka Jenny Creek Fed Inc# ORMED-000227,,{99AA13D0-86FC-4FD6-A3B6-8DABA5DC38B7},,,2020,107366.6484375,1594.5625382492
1032,1032,2020,CA,CDF,SKU,SCHOOLHOUSE,00007096,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,1,1,37.06404,,,{313CC769-A5FC-4E66-8E2F-FA0DF6E24665},,,2020,269098.08984375,2367.92669461882
1033,1033,2020,CA,CDF,SKU,TOWNSEND,00003484,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,5,1,1,13.73043,,,{A5101EBB-F951-4C67-AC2C-436EB5D0AF42},,,2020,99819.98828125,1808.09866737109
1034,1034,2020,CA,CDF,SKU,SHACKLEFORD,00007137,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,14,1,1,37.65027,,,{A93DC8C6-E609-47B8-9217-A0C26115242B},,,2020,272468.98046875,2903.04477879321
1035,1035,2020,CA,CDF,TCU,MOC,00009457,2020/08/20 00:00:00+00,2020/09/05 00:00:00+00,9,1,1,2857.605,Cause= Weed Eating,,{F4F886BF-83AE-426C-939B-879D997A9EC5},,,2020,18547049.6132812,24671.3481628937
1036,1036,2020,CA,CDF,TCU,SALT,00009353,2020/08/18 00:00:00+00,2020/08/28 00:00:00+00,9,1,1,1593.732,Cause = Grinding,,{9E8E9A8D-BAC5-416B-9386-41F803BF52C3},,,2020,10403242.5664062,16443.5169626775
1037,1037,2020,CA,CDF,TCU,WALKER,00006494,2020/06/16 00:00:00+00,2020/06/23 00:00:00+00,9,2,1,1398.004,Cause = Grinding,,{F55DF3A6-DB93-4EEE-A3FC-7387C6E8F760},,,2020,9143297.87109375,19226.9033482388
1038,1038,2020,CA,CCO,KRN,BAKER,02024545,2020/06/17 00:00:00+00,2020/06/18 00:00:00+00,14,1,1,165.1797,,,{116C7524-B10A-41D5-88A0-5E1680FFEB52},,,2020,1006161.8984375,7573.07340235202
1039,1039,2020,CA,CCO,KRN,BENA,02027271,2020/07/01 00:00:00+00,2020/07/05 00:00:00+00,14,1,1,2884.41,SRA,,{3DE641EE-702E-4EF7-B274-F1B5F12A0506},,,2020,17566953.140625,21314.9720002712
1040,1040,2020,CA,CCO,KRN,FLAT,02028833,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,14,1,1,40.12797,Crew 10,,{71D3FFBF-79F1-46EB-957D-4FAC8A27DD05},,,2020,244002.3359375,3515.80880538401
1041,1041,2020,CA,CCO,KRN,COMANCHE,02031924,2020/07/26 00:00:00+00,2020/07/27 00:00:00+00,14,1,1,66.15605,,,{314CFB7D-D793-444B-BF0D-6643B9DD3468},,,2020,401194.109375,4069.53776735665
1042,1042,2020,CA,CCO,KRN,SHEEP,02032616,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,14,1,1,233.0561,,,{36B77854-2215-474E-8D5F-859D6A84FEA5},,,2020,1413545.8359375,7205.22539177275
1043,1043,2020,CA,CCO,KRN,RESERVE,02033499,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,1,1,11.50082,West wind. ,,{ACF6A731-9EC5-4643-8506-1C9D260DFB47},,,2020,70018.6171875,1757.17078934541
1044,1044,2020,CA,CCO,KRN,JOHNSON,02033650,2020/08/05 00:00:00+00,2020/08/06 00:00:00+00,14,1,1,38.07296,,,{0BC3DED2-8A9A-438B-BBB3-A3C815E2646F},,,2020,230876.078125,2953.05653052473
1045,1045,2020,CA,BLM,CND,SODA,00034749,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,1,1,1,421.4699,,,{3C1195D7-AC3C-4A9C-B918-007C11227750},,,2020,2545329.9296875,8257.52921044911
1046,1046,2020,CA,CCO,KRN,WOODY,02035078,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,1,1,90.52191,,,{DE0B5282-8315-401A-88E9-A3DC11C4D8A8},,,2020,555702.69921875,3524.33323410794
1047,1047,2020,CA,CCO,KRN,BLUE,02035487,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,14,1,1,19.94945,Crew 10,,{4F9ABACB-1DC6-4A81-8F48-19C5D6362E88},,,2020,120367.2109375,1994.09461077206
1048,1048,2020,CA,CCO,KRN,SHERWOOD,02037640,2020/08/29 00:00:00+00,2020/08/29 00:00:00+00,14,1,1,44.59859,,,,,,2020,273941.765625,2299.93972550481
1049,1049,2020,CA,CCO,KRN,VISTA ,02039431,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,1,1,34.71796,,,{0F3D4D2C-E2EC-4389-986D-4B9EEB4F8FF7},,,2020,210541.82421875,2535.84786668288
1050,1050,2020,CA,CCO,KRN,GARCES,02041011,2020/09/19 00:00:00+00,2020/09/19 00:00:00+00,14,1,1,10.84567,,,,,,2020,66796.203125,1328.69379704804
1051,1051,2020,CA,CCO,KRN,LILAC,02045515,2020/10/18 00:00:00+00,2020/10/19 00:00:00+00,14,1,1,52.84681,C10,,{81338924-9FC2-454D-8BBB-5388AA90FD76},,,2020,320521.6796875,3232.54810803707
1052,1052,2020,CA,CCO,KRN,WATER,02052313,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,1,1,22.27073,Perimeter goes all the way to the freeway ,,{CF40C3CA-198C-4E02-9081-833F30E39773},,,2020,134343.5703125,2196.95767653307
1053,1053,2020,CA,CCO,KRN,STAGECOACH,02033315,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,1,1,7750.637,,,,,,2020,47373861.8789062,46920.3382001835
1054,1054,2020,CA,CDF,MMU,HUNTERS,00011682,2020/06/07 00:00:00+00,2020/06/11 00:00:00+00,2,1,1,82.1401,,,{20B2CD65-C915-4060-97C9-74D87A31E900},,,2020,530471.41796875,4659.65111822368
1055,1055,2020,CA,CDF,MMU,PASS,00013431,2020/06/28 00:00:00+00,2020/07/01 00:00:00+00,11,1,1,2163.698,,,{3572B770-DBB0-4997-8934-49FED0657B01},,,2020,13770400.1210938,16695.5256656117
1056,1056,2020,CA,CDF,MMU,POWER,00014707,2020/07/11 00:00:00+00,2020/07/15 00:00:00+00,11,1,1,151.5495,,,{116DCB48-2783-4EEF-894F-EECF960CA58C},,,2020,967344.703125,5184.74950648623
1057,1057,2020,CA,CDF,MMU,BEN,00015036,2020/07/15 00:00:00+00,2020/07/17 00:00:00+00,11,1,1,48.12535,,,{424D9647-58F9-4957-92F5-83D0D787BD2D},,,2020,309356.24609375,2971.1927925407
1058,1058,2020,CA,CDF,MMU,HENSLEY,00019014,2020/08/30 00:00:00+00,2020/09/02 00:00:00+00,7,1,1,398.4815,,,{F6F9A51D-9E7E-4E8F-982F-28713BC47B4F},,,2020,2538309.84765625,14750.3034082579
1059,1059,2020,CA,CDF,SHF,FRANCISCAN,00008178,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,2,1,1,15.77986,,,,,,2020,110504.72265625,2337.834048821
1060,1060,2020,CA,CDF,SHU,BAR,00003809,2020/04/25 00:00:00+00,2020/04/26 00:00:00+00,5,1,1,57.78563,,,{BF2339DD-B817-40FD-B0F8-C88CCD96F55C},,,2020,406463.23046875,6053.00295155153
1061,1061,2020,CA,CDF,SHU,LEOPARD,00005006,2020/05/31 00:00:00+00,2020/05/31 00:00:00+00,7,1,1,16.629,,,{8D89EE49-ED89-4E94-B9B9-554E4F33DF4C},,,2020,116484.6875,2867.55387802411
1062,1062,2020,CA,CCO,SBC,DRUM,02012322,2020/06/14 00:00:00+00,2020/06/17 00:00:00+00,2,1,1,695.4706,SBC 6756,,,,,2020,4167186.67578125,18011.6201144937
1063,1063,2020,CA,CCO,SBC,TWITCHELL,02011706,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,1,1,1,28.68455,SBC 6375,,,,,2020,173213.078125,3330.0078902437
1064,1064,2020,CA,CCO,SBC,BALLARD,02023312,2020/10/31 00:00:00+00,2020/10/31 00:00:00+00,14,1,1,17.29714,SBC 12726,,,,,2020,103688.5078125,2112.36366216319
1065,1065,2020,CA,CCO,SBC,GAREY,02025625,2020/11/29 00:00:00+00,2020/12/01 00:00:00+00,2,1,1,12.15279,SBC 13884,,,,,2020,73228.81640625,2428.6889848412
1066,1066,2020,CA,CDF,SHU,PLATINA,00007049,2020/07/19 00:00:00+00,2020/07/21 00:00:00+00,9,1,1,339.4666,,,{222A9B6D-5742-483B-A089-B2FF29407CCF},,,2020,2374022.140625,9206.19273342466
1067,1067,2020,CA,CDF,SHU,ROSA,00001895,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,5,1,1,13.27444,,,{E1E32BD3-8B6A-4BF9-923B-124983277F00},,,2020,93994.4921875,1973.21933085008
1068,1068,2020,CA,CDF,SHU,SPRINGS,00007944,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,8,1,1,10.29982,,,{24ABC869-8EAF-4905-AF91-78ADC55E473D},,,2020,72441.71875,1425.5013959596
1069,1069,2020,CA,CDF,SHU,PINES,00008109,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,1,1,15.73703,,,{8C627D82-6B00-4E9F-91A9-3C13E4276E35},,,2020,109947.4375,1828.76756766527
1070,1070,2020,CA,CDF,BDU,BRUDER,00014963,2020/10/14 00:00:00+00,2020/10/15 00:00:00+00,14,1,1,169.5485,,,{6D8A6079-9EF5-4202-BC33-7D1E0A826884},,,2020,1001062.0546875,5739.95944924869
1071,1071,2020,CA,CCO,SBC,HOLLISTER,02010146,2020/05/07 00:00:00+00,2020/05/10 00:00:00+00,11,1,1,157.0178,SBC 5172,,,,,2020,937233.71875,5267.79834483534
1072,1072,2020,CA,CCO,SBC,KIRSCHEMANN,02010981,2020/05/28 00:00:00+00,2020/05/28 00:00:00+00,2,1,1,28.75139,SBC 6010,,,,,2020,173394.84765625,1724.02976094512
1073,1073,2020,CA,CCO,SBC,VIEW,02011863,2020/06/06 00:00:00+00,2020/06/07 00:00:00+00,11,1,1,77.05924,SBC 6364,,,,,2020,461807.9296875,3887.79850999818
1074,1074,2020,CA,CCO,SBC,GATO,02015948,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,14,1,1,10.23549,SBC 8694,,,,,2020,61602.984375,1351.12687393326
1075,1075,2020,CA,CCO,SBC,LITO,02019126,2020/09/07 00:00:00+00,2020/09/07 00:00:00+00,9,1,1,25.82244,SBC 10424,,,,,2020,154580.9140625,1976.45196414771
1076,1076,2020,CA,CCO,SBC,DUTARD,02025052,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,14,1,1,13.63339,SBC 13664,,,,,2020,82188.75,1360.38213832814
1077,1077,2020,CA,CCO,SBC,CLARK,02026762,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,7,1,1,18.82918,SBC 14571,,,,,2020,113445.00390625,2217.94200818258
1078,1078,2020,CA,CDF,SLU,HUASNA,00005881,2020/05/13 00:00:00+00,2020/05/13 00:00:00+00,5,1,1,47.4296,Embrs from debris pile,,{402579C4-4BE3-4992-8BC3-2050C16F98D1},,,2020,287161.296875,3280.43322587973
1079,1079,2020,CA,CDF,SLU,SODA,00007149,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,6,1,1653.114,Dragging Chains,,{F88FECB2-CA1C-4614-A278-B2E71BA65E0C},,,2020,10073813.296875,19675.8492383348
1080,1080,2020,CA,CDF,SLU,AVILA,00007409,2020/06/15 00:00:00+00,2020/06/20 00:00:00+00,14,1,1,434.291,,,{30A937D8-810F-46F5-9E39-29185988F728},,,2020,2636154.87109375,15280.5362273264
1081,1081,2020,CA,CDF,SLU,GAGE,00008112,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,2,1,1,33.05524,Tractor mowing,,{5E844A79-0272-4F36-9BB1-A7EC580AC9B7},,,2020,203234.37109375,3411.53751134259
1082,1082,2020,CA,CDF,SLU,LAKE,00008435,2020/07/04 00:00:00+00,2020/07/04 00:00:00+00,10,1,1,567.0063,Vehicle Accident,,{BA295E6F-1BA1-454C-B1AD-2ADD19F4C67F},,,2020,3459823.296875,14090.6542839286
1083,1083,2020,CA,CDF,SLU,SODA,00008356,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,2,1,1,152.5866,Water Pump,,{935BD8D6-B069-49AE-BD1D-9514523818A2},,,2020,928273.8125,4996.19994572629
1084,1084,2020,CA,CDF,SLU,RIATA,00007469,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,2,1,1,15.23254,ATV,,{19052EFF-D572-4CC5-9C05-C82C744D9E03},,,2020,92896.53125,1633.05766999495
1085,1085,2020,CA,CDF,SLU,BERRY,00009850,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,2,1,1,24.21436,Equipment exhaust ,,{F8E90B0C-CCB4-49A3-A118-753EB7EED1DB},,,2020,148446.5703125,2849.76356329959
1086,1086,2020,CA,CDF,SLU,BRANCH,00009669,2020/07/28 00:00:00+00,2020/08/03 00:00:00+00,10,7,1,2922.204,,,{A8DB6C0F-972D-4E13-B3FB-DF4F6E0B8C0A},,,2020,17791770.4648438,37572.3294763485
1087,1087,2020,CA,CDF,SLU,II-2,00010562,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,1,1,64.87589,,,{5DD7FC51-6D98-4616-BC96-45DF46AC4AAE},,,2020,392548.40625,3325.65285162371
1088,1088,2020,CA,CDF,SLU,CARRIZO,00010369,2020/08/12 00:00:00+00,2020/08/12 00:00:00+00,10,1,1,184.9174,,,{0970AC7E-4F75-420B-876F-513BBE83BBA1},,,2020,1126390.40234375,4863.02681329539
1089,1089,2020,CA,CDF,SLU,TOPAZ,00007269,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,1,1,157.1149,Mechanical,,{61D07996-C85F-4D75-87B6-F54BB7C94889},,,2020,958376.8046875,5750.03558658446
1090,1090,2020,CA,CDF,SLU,POND,00009866,2020/08/01 00:00:00+00,2020/08/09 00:00:00+00,7,1,1,1962.329,,,{0D9DCF27-F7DB-4ACB-A33D-099CE2617449},,,2020,11977219.2695312,27175.7069459711
1091,1091,2020,CA,CDF,SLU,HUTTON,00016175,2020/12/07 00:00:00+00,2020/12/07 00:00:00+00,14,1,1,22.70941,,,{0ECE5811-18B5-4FF0-B27C-9B02EAFB4898},,,2020,137253.61328125,2046.48609844737
1092,1092,2020,CA,CDF,SLU,CRESTA BLANCA,00007158,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,1,1,18.42477,,,,,,2020,112122.34765625,1440.23494562009
1093,1093,2020,CA,CDF,SLU,JUAN,00008489,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,11,6,1,33.28214,Electrical,,{503CC0C3-AEDD-4848-BC6E-80BCE7EE2FEC},,,2020,203983.5859375,2251.94180831037
1094,1094,2020,CA,CDF,SLU,PASS,00010018,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,10,1,1,323.1761,,,{0718E5E4-2F62-4336-BC0F-13CD1338B404},,,2020,1991152.84375,10759.2125955127
1095,1095,2020,CA,CDF,SLU,III_2,00010544,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,1,1,20.435,,,{7B67DE6F-CFF4-45EF-8563-D25D5F55B5EC},,,2020,125110.83203125,1838.69410207139
1096,1096,2020,CA,CDF,SLU,WHALE,00010533,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,322.3367,,,{EAC19565-B7E4-468C-AC7A-00633A40AE87},,,2020,1972454.32421875,6142.23057789935
1097,1097,2020,CA,CDF,SLU,PLACER,00110780,2020/08/25 00:00:00+00,2020/08/25 00:00:00+00,2,1,1,53.15897,,,,,,2020,324301.125,2960.1517174125
1098,1098,2020,CA,CDF,SHU,ZOGG,00009978,2020/09/27 00:00:00+00,2020/10/13 00:00:00+00,14,3,1,56338.05,,,{50253DF3-A05D-4951-8D9A-E8E8658A57B5},,,2020,393993433.347656,190609.169916148
1099,1099,2020,CA,CDF,SHU,POINT,00011061,2020/10/25 00:00:00+00,2020/10/27 00:00:00+00,9,1,1,276.6583,,,{AF5AE2BE-3886-4664-931A-8257413B4604},,,2020,1931390.74609375,9622.19599073764
1100,1100,2020,CA,CDF,TUU,GRADE,00000298,2020/06/22 00:00:00+00,2020/06/25 00:00:00+00,7,1,1,1050.24,,,{3FEDDBE5-D05E-4ED6-94B5-92DE72CBF550},,,2020,6599440.1640625,13592.2228082149
1101,1101,2020,CA,CDF,TUU,FORKS,00000285,2020/06/18 00:00:00+00,2020/06/21 00:00:00+00,15,1,1,117.2348,,,{2564D7C7-4B5B-4E30-8595-4590401262AD},,,2020,733209.328125,5251.15750863102
1102,1102,2020,CA,CDF,TUU,SPRINGS,00000289,2020/06/19 00:00:00+00,2020/06/22 00:00:00+00,10,1,1,223.8869,,,{0422A3B2-C0E5-4537-8468-93BA4B93F169},,,2020,1381668.3203125,6273.75513189477
1103,1103,2020,CA,CDF,BDU,PITZER,00010332,2020/07/17 00:00:00+00,2020/07/18 00:00:00+00,9,1,1,118.7805,,,{C1B126C8-6715-42FA-89F2-160CBAC8C0D1},,,2020,707587.08984375,5085.81563825501
1104,1104,2020,CA,CDF,BDU,MENTONE,00014847,2020/10/12 00:00:00+00,2020/10/13 00:00:00+00,10,6,1,47.27253,,,{1F8F9F79-EFCF-4292-9ADB-7FCBC7755BDF},,,2020,279545.1015625,3559.13629728543
1105,1105,2020,CA,CDF,SHU,INWOOD,00007560,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,11,1,1,10.81982,,,{B9745916-2CCC-4DFA-9166-56EA87385FAF},,,2020,75886.625,1545.97998252535
1106,1106,2020,CA,CDF,SHU,DERSCH,00011068,2020/10/25 00:00:00+00,2021/01/25 00:00:00+00,7,1,1,133.2995,,,{DDE1325E-6AC2-44D8-980F-DFE3C4DF132D},,,2020,933421.05078125,9483.09342367987
1107,1107,2020,CA,CDF,AEU,GRANT FIRE,00016543,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,1,1,5062.198,,,{A2E9EF53-43C2-4BBE-9CEF-DDF85A481D7A},,,2020,33560841.7539062,31944.6719386229
1108,1108,2020,CA,CDF,AEU,CRONAN FIRE,00016219,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,2,1,1,28.27121,,,{80C30604-1C72-4930-B099-5E60E379A455},,,2020,188749.98828125,1949.28488036288
1109,1109,2020,CA,CDF,SHU,RIDGE,00009476,2020/09/14 00:00:00+00,2021/01/14 00:00:00+00,10,1,1,17.10545,,,{E164C9A4-D0E4-4B99-9DFD-45930A3202E4},,,2020,119773.07421875,2050.81824293329
1110,1110,2020,CA,CDF,AEU,CLAY FIRE,00022430,2020/07/29 00:00:00+00,2020/07/29 00:00:00+00,3,1,1,740.1123,,,{31369C8B-B48E-439D-AC9F-8209EC0578BA},,,2020,4886122.640625,15488.6603636983
1111,1111,2020,CA,CDF,AEU,MEISS FIRE,00024350,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,1,1,509.1472,,,{1074993B-E8F1-4B7B-B112-384E33B93F96},,,2020,3365238.55078125,10408.3486832679
1112,1112,2020,CA,CDF,FKU,DEN,00006845,2020/05/23 00:00:00+00,2020/05/23 00:00:00+00,11,1,1,42.87516,,,{91AD117E-8621-4B95-9DBA-CB596133CBF4},,,2020,264731.4375,2238.83330918882
1113,1113,2020,CA,CDF,FKU,FRONTIER,00008754,2020/06/23 00:00:00+00,2020/06/23 00:00:00+00,7,1,1,21.7087,,,{30DC5B3E-32F6-4424-9210-66C223C4C7B7},,,2020,137924.62890625,1565.04846423519
1114,1114,2020,CA,CDF,FKU,GATOS,00005504,2020/04/26 00:00:00+00,2020/04/26 00:00:00+00,2,1,1,31.95898,,,{4C1F5C65-8161-45B7-9DD7-EA28A0667370},,,2020,199029.63671875,2149.26485259887
1115,1115,2020,CA,CDF,FKU,HILLS,00011121,2020/07/28 00:00:00+00,2020/07/28 00:00:00+00,9,1,1,44.13896,,,{3F57C0F0-535A-4697-907A-B5F05505553E},,,2020,278570.2734375,3468.79641355981
1116,1116,2020,CA,CDF,FKU,HILLS,00012279,2020/08/15 00:00:00+00,2020/09/27 00:00:00+00,1,2,1,2120.98,,,{0F746982-4902-497B-82CD-CC5B16D97F3D},,,2020,13134178.9335938,20374.5168819747
1117,1117,2020,CA,CDF,FKU,KINGS,00009658,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,2,1,1,65.94609,,,{47211363-DE14-46F8-A5C3-0E99A5304DFE},,,2020,416526.96484375,3621.5883750093
1118,1118,2020,CA,CDF,FKU,MINERAL,00010219,2020/07/13 00:00:00+00,2020/07/26 00:00:00+00,14,2,1,29666.96,,,{8D0B4D83-3B1E-47A1-9F56-C2CAEC1A6697},,,2020,184633612.402344,113981.402275566
1119,1119,2020,CA,CDF,FKU,SUTTER,00006911,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,11,1,1,26.95898,,,{99F74A87-6319-4198-A17B-D921C3EC598F},,,2020,167316.2421875,1946.58446633906
1120,1120,2020,CA,CDF,FKU,SYCAMORE,00008701,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,7,1,1,26.59245,,,{76ADFA0B-9E1B-426F-9C30-B6ED6617D0FC},,,2020,168936.41796875,2418.98911378323
1121,1121,2020,CA,CDF,FKU,THERMAL,00013123,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,11,1,1,11.4255,,,{B7D48C11-5C04-4E36-8F44-27AD03DC969B},,,2020,72166.1015625,1779.66410363289
1122,1122,2020,CA,CDF,FKU,TODD,00010991,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,2,1,1,13.09678,,,{DED07E14-2425-467B-BC26-0301F177951F},,,2020,82632.57421875,1596.15051546405
1123,1123,2020,CA,CDF,FKU,TAR,00012129,2020/08/13 00:00:00+00,2020/08/18 00:00:00+00,1,1,1,20.48829,,,{283929C9-1399-418D-B0FE-B6D86F23C2C8},,,2020,126743.31640625,1688.9888836915
1124,1124,2020,CA,CDF,AEU,MURPHY FIRE,00024956,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,11,1,1,13.25112,,,{53FFAEF3-7B05-465F-A6E1-8827662A7853},,,2020,88455.00390625,1534.42229322331
1125,1125,2020,CA,CDF,AEU,COPPER FIRE,00029600,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,3,1,1,46.58341,,,{4035F4D2-89D0-48DB-A6CD-7F38BA6CC2EB},,,2020,308142.91015625,3134.08453331294
1126,1126,2020,CA,CDF,AEU,CAMERON FIRE,00031579,2020/10/18 00:00:00+00,2020/10/18 00:00:00+00,10,1,1,14.42604,,,{B23B498E-F150-43A5-9374-F1CD92E8F81C},,,2020,95882.97265625,2402.69016742963
1127,1127,2020,CA,CDF,AEU,LIBERTY FIRE,00017224,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,5,1,1,88.69255,,,{8C3C365C-2549-4AAD-86C6-02613B098CBB},,,2020,582787.0078125,6146.40818299476
1128,1128,2020,CA,CDF,AEU,LAMBERT FIRE,00030112,2020/10/04 00:00:00+00,2020/10/04 00:00:00+00,9,1,1,21.81627,,,{2333B92E-C421-40D0-B95C-4B7B5A36874A},,,2020,144216.94921875,1873.86696652343
1129,1129,2020,CA,CDF,BEU,CROSS,00004975,2020/10/07 00:00:00+00,2020/10/07 00:00:00+00,2,1,1,24.49597,"Grass fire
",,{178104C5-194D-44BF-954D-4A97A3FACF10},,,2020,151625.8359375,2109.64549140744
1130,1130,2020,CA,CDF,BEU,BROWN,00004730,2020/09/22 00:00:00+00,2020/09/23 00:00:00+00,11,1,1,18.3533,"Grass fire
",,{BB97B9DE-7849-4A39-AC37-833C1D3F1B45},,,2020,116118.16015625,1399.69305050089
1131,1131,2020,CA,CDF,BEU,BOOMER,00003228,2020/07/04 00:00:00+00,2020/07/05 00:00:00+00,14,1,1,10.92989,"Brush or brush-and-grass mixture fire
",,{09964632-788C-45B0-A8BC-39B15D3AA4B3},,,2020,69080.4765625,1436.73006419566
